Name,Rating,Address,Reviews
Zhongzhong Noodles - Brooklyn,4.4,"154 Adelphi St, Brooklyn, NY 11205","[""It's been a while since I've been here but I remember I was introduced to this place from a Yelp event. I remember a warm and welcoming space. Great for a..."", ""Overall rating: 4.5\n\nI didn't realize this was a chain when I visited. Clean area and nice service. Not a place to sit down, but rather to go. I had the..."", 'An unassuming noodle shop in Fort Greene contains a small interior, but plenty of flavor.\n\nAll of the food is Sichuan cuisine, and I really enjoyed...']"
Colonie,4,"127 Atlantic Ave, Brooklyn, NY 11201","['Ana is the best! Made excellent recommendations and nailed the birthday surprise! Highly recommend!!!', ""I came here on a Friday night. My friend and I sat at the chef's counter. In this seating, you are truly among the chefs as the counter is directly in front..."", 'Colonie is a great American restaurant in Cobble Hill. The interior was large with adequate space in btw parties. It is good for smaller and bigger groups...']"
Freemans,3.8,"Freeman Alley, New York, NY 10002","['Super cozy place tucked at the end of a graffiti alley. Standard brunch fare. Food quality was great! The English breakfast was huge and delightful....', 'Came here for lunch because we heard that a certain celeb really liked it here...\n\nMy friend and I ordered to share: devils on Horseback (bacon-wrapped...', ""I've eaten here a few times.  The first time was dismal.  The second time it was better.  The third time, I finally have to upgrade to five stars.\n\nFirst, I...""]"
KPOT Korean BBQ & Hot Pot,4.1,"430 Albee Square W, Brooklyn, NY 11201","[""My server was MINA & she was amazing, very patient with me & my family even thought they were close to closing. It was my nephew's 10th birthday & we really..."", ""The highest review I can give on Yelp was great. It was outstanding. The server was extremely helpful and the food was great. Can't wait to revisit. Great..."", 'I had the pleasure of coming to this establishment twice in a week, but this time on a Saturday. As usual, the food and ambiance were fantastic and we even...']"
Forma Pasta Factory,4.7,"5 Greene Ave, Brooklyn, NY 11238","[""I rarely crave or care for pasta, but when I had a pasta itch today, I decided to try Forma and was thoroughly impressed. I can't tell what's more..."", 'My first time!\nWas walking a dog close by and decided to have lunch there.  \nReally cute and friendly atmosphere. \nWent to seat by the patio, really cute...', 'So Good!!! You must try it!\n\nWe met a friend in the area so she recommended here. Excellent choice! \nWe each got a different pasta and pairing with a salad....']"
Peaches Prime,4.4,"590 Fulton St, Brooklyn, NY 11217","['Before I move onto my review, I want to give a BIG shoutout to our server Maya, who went above and beyond! Her vibe and energy was just everything!!! We...', 'Wonderful location, very nice vibe, decent food, but was it worth the visit?   \n\nMy husband and I visited with friends on a late night week day dinner. We...', ""Came here to celebrate a friend's birthday brunch. I've been to their other locations, but it was a first time here. I was looking forward to it since it...""]"
Clinton Street Baking Company,4,"4 Clinton St, New York, NY 10002","[""The hype is real and well-deserved. \n\nThe four of us all ordered mains and also did an order of pancakes for the table. I was glad that we did this, as I'm..."", ""I was craving pancakes and decided to order takeout from here. I've eaten dinner here in the past before with surprising no wait but that might not be the..."", ""Great breakfast stop with some planning! You can make a reservation (think they only open up limited spots) but I would do so well in advance. We weren't...""]"
Sukh,5,"723 Fulton St, Brooklyn, NY 11217","['Great atmosphere \nauthentic thai food! \nLovely service \nThank you for bringing another level of thai food in the neighborhood, we do needed this new energy...']"
Queen,4.3,"247 Starr St, Brooklyn, NY 11237","['Happened to be in the area and stopped by on a whim. This restaurant is tiny and can get busy. I will say I got lucky that I showed up without a reservation...', 'A friend suggested this restaurant to us so we tried it out. The space is cute and pretty small. Def a brooklyn vibe.\n\nI ordered the hummus and side of...', ""This is strictly for the delivery reviews. I'm extremely disappointed with the food I received from Queen tonight. I always get the lamb kefta plate (have...""]"
L’industrie Pizzeria,4.7,"104 Christopher St, New York, NY 10014","['Tasty, delicious, and dog friendly with a sexy staff! Just wish there was more heat in their spicy offerings. Olive oil cake is yummy!', 'Thin, crispy slice that holds solid when picked up. Slices in order of preference were:\n\n- Tartufo ($5)\n- Margherita ($4)\n- Spicy sausage and pepperoni...', 'It is very good but not worth going out of your way to obtain. Worth trying once if possible. \n\nWe drove from Jersey, paid the toll, and waited 40 minutes...']"
Nowon East Village ,4.4,"507 East 6th St, New York, NY 10009","['Ah everything we tried was so so good. \n\nI love some good fusion or modern twist to Asian inspired foods & I will say that this was it. Although everything...', 'I came here on a weekday evening with a friend (made a resy prior). The ambiance gives off a cozy spot with a grungy, hip vibe, featuring neon lights and a...', ""Had to try the legendary Nowon burger! I came here with friends on a Monday night for dinner, after we'd made a reservation for five people. We each...""]"
Sing NYC,4.1,"182 Bleecker St, New York, NY 10012","['The food was AMAZING. Everything was so good.\n\nThe little bear tea was delightful and it was so fun to poke the bear with a straw once it got to a slushy...', ""It's pretty difficult to have a meal in NYC that's not fantastic, like you have to go out of your way to land somewhere bad, but this meal was extremely..."", 'The weather was very windy and drizzling outside. I was in the neighborhood and was lucky to found parking. Walked in around 12pm and there were a lot of...']"
Yemen chuanchuan 爺们串串 爷们串串,4.1,"105 W27 St, New York, NY 10001","['Awesome! I have to say this is THE BEST skewers place in Manhattan if you love Szechuan cuisine as I do. Beef is tender and they gave me free Xiaolong Bao....', 'Food 9/10\nSooo many different skewers to choose from, I was in heaven. The bamboo sticks are $0.8 each, and the metal sticks are $5 each. A little on the...', ""Came here with my friends for dinner on a Saturday night. We arrived at around 7:30 and we got seated right away. \n\nThey're known for their skewers hotpot...""]"
Shanghai time,3.8,"273 W 38th St, New York, NY 10018","['We were seated immediately, and the food came out quickly. The decor reminded me of a classic family Chinese restaurant with a more modern twist. (The...', 'One of the things I hate most is when restaurants falsely advertise prices. The menu that was provided to me was a good $2-3 cheaper on every single item....', 'I ordered ""Stir Fried Shanghainese Shrimps Udon"" with extra noodles Uber eats at a friend\'s house. \n\nThe food came properly packed and I could tell the...']"
White Oak Tavern,4.2,"21 Waverly Pl, New York, NY 10003","['Justine was a treat. She was sweat and the service cannot be best. Best night at the white oak tavern.', 'This establishment was amazing... so friendly and attentive to all our needs, Justine and Topher were very well in tune with the menu and told us the...', ""White Oak is one of my neighborhood hangs in the Village. Its horseshoe bar and old-world decor and ambiance is a huge win. Don't leave without trying the...""]"
Les Enfants de Boheme,4.3,"177 Henry St, New York, NY 10002","['A hidden French gem that I cannot gatekeep. You are met with a romantic ambiance set with candles in a charming small French bistro decor. You will not be...', ""Visited the romantic candlelit & buzzing confines of Les Enfants to celebrate Valentine's together (a couple nights early due to our work schedules). \n\nWhat..."", 'We ended up deciding on Les Enfants de Boheme for our weekly date night after a craving for French food hit, and we were so happy to have found this gem...']"
Jajaja Mexicana,4.4,"119 Kent Ave, Brooklyn, NY 11249","[""I'm Mexican and have lived in Mexico/traveled all around the country so I'm notoriously hard to please with Mexican restaurants outside of Mexico - that..."", 'Stumbled upon JaJaJa after my original dinner plan fell through, and I will say I am not disappointed at all. When walking in the main seating area was...', 'I am not vegan, but wow, wow, wow. The vegan chicken Gordita is possibly the best Gordita I have had in my LIFE. \n\nThe chicken was flawless in taste and...']"
Winona's,4.5,"676 Flushing Ave, Brooklyn, NY 11206","['Vibe and decor of this place is very on point! Great for a chill weekend brunch- Their food is great too-almost anything we tried was good. Service was very...', ""My friend and I went to Winona's on a Sunday for brunch at 1pm. We made reservations on Resy. From the outside it looks like a small take-out coffee shop,..."", 'Trendy downtown style restaurant located on the northern edge of Bed-Stuy on the cusp of Jewish Williamsburg. Modern feel to the restaurant with a speakeasy...']"
